CODI_ATC;NOMBRE
G03CA;ESPRASONE
C05BA;ESSAVENON
N06AB;ESTABEL
G03FA;ESTALIS
G03FB;ESTALIS SEQUI
J01MA;ESTECINA
C10AD;ESTERBIOL
B05XA;ESTERICLEAN
B05BB;ESTEROFUNDINA
H02AB;ESTILSONA GOTAS
A02BC;ESTOMIL
A02BC;ESTOMIL FLAS
G03FB;ESTRACOMB TTS
L01XX;ESTRACYT
G03CA;ESTRADERM MATRIX
G03CA;ESTRADIOL
G03CA;ESTRADOT
G03CA;ESTRAPATCH
J01GB;ESTREPTO P H
A07AA;ESTREPTOENTEROL
A07AX;ESTREPTOKECTIL
J01GA;ESTREPTOMICINA
A07AX;ESTREPTORAL
A07AX;ESTREPTOSIRUP
G03CA;ESTROFFIK
C02AC;ESTULIC
A11CC;ETALPHA
J04AK;ETAMBUTOL
R05FA;ETERMOL ANTITUSIVO
N01AB;ETHRANE
V03AF;ETHYOL
G03AA;ETINILESTRADIOL/GESTODENO
G03HB;ETINILESTRADIOL+CIPROTERONA
N01AX;ETOMIDATO-LIPURO
L01CB;ETOPOSIDO
N03AD;ETOSUXIMIDA
C05BB;ETOXISCLEROL
D01AC;ETRAMON
G01AF;ETRAMON GINECOLOGICO
J01CA;ETRO
R07AX;ETRO BALSAMICO
C01DA;ETRYNIT
N05AH;ETUMINA
R05X;EUCALYPTOSPIRINE
G04CB;EUCOPROST
A10BD;EUCREAS
A02BC;EUDIGES
R03DA;EUFILINA RETARD
A10BB;EUGLUCON
A10BB;EUGLUCON RETARD
G03AA;EUGYNON
L02BB;EULEXIN
C10AB;EULITOP
C10AB;EULITOP RETARD
M01AB;EUMINEX
M01AB;EUMOTOL
J01CR;EUPECLANIC
J01CA;EUPEN
R05CZ;EUPEN BRONQUIAL
A06AD;EUPEPTINA
R02AA;EUPNOL
L03AA;EUPROTIN
C07AB;EURADAL
P01BF;EURARTESIM
P03AX;EURAXIL
C04AX;EURO NICATO
D10AF;EUSKIN
H03AA;EUTIROX
A09AC;EUZYMINA LISINA II GRADO
A06AD;EVACUANTE BOHM
A06AD;EVACUANTE LAINCO SIMPLE
A06AB;EVACUOL
J07BB;EVAGRIP
M01AE;EVASPRIN
G03FA;EVIANA
A02BA;EVIANTRINA
J05AR;EVIPLERA
G03XC;EVISTA
A11CA;EVITEX A
A11JC;EVITEX A + E FUERTE
L01BB;EVOLTRA
G03CA;EVOPAD
G03AA;EVRA
J01CA;EXAPENIL MUCOLITICO
N06DA;EXELON
L02BG;EXEMESTANO
C09DB;EXFORGE
C09DX;EXFORGE HCT
V03AC;EXJADE
S01AX;EXOCIN
A16AX;EXODREN
A16AX;EXOLISE
D05AA;EXOREX
R07AA;EXOSURF NEONATAL
B05AA;EXPAFUSIN
L03AB;EXTAVIA
A05AX;EXTRACTO CURCUMA
V03AX;EXTRACTO ECHINACEA
M09AX;EXTRACTO HARPAGOFITO
N06BX;EXTRACTO HYPERICUM PERFORATUM
N05CM;EXTRACTO PASIFLORA
N05CM;EXTRACTO VALERIANA
B05DA;EXTRANEAL
M02AA;EXTRAPLUS GEL
C03BA;EXTUR
C03BA;EXTUR RETARD
A10AF;EXUBERA
M01AH;EXXIV
S01XA;EYE STREAM BAÑO OCULAR
C10AX;EZETROL
A06AB;EZOR
A16AB;FABRAZYME
C05CA;FABROVEN
C05CA;FABROVEN TOPICO
M04AA;FACILIT
M01AE;FACTOPAN
B02BD;FACTOR IX
B02BD;FACTOR IX/X P
B02BD;FACTOR VIII HT
A02BA;FAGASTRIL
N03AX;FAGODOL
G04BC;FAGOLITOS RENAL
A02BA;FAGUS
A08AA;FALAGAN
M01AB;FALCOL
M02AA;FALCOL DIFUCREM
B01AC;FALIZAL
G03XX;FALTIUM
J05AB;FAMCICLOVIR
A02BA;FAMOCICLUM
A02BA;FAMOTIDINA
A02BA;FAMULCER
J05AB;FAMVIR
N01AH;FANAXAL
B02BD;FANHDI
A02BA;FANOSIN
A02BA;FANOX
L02BA;FARESTON
R02AA;FARINDOL
R02AD;FARINGENILO
R02AA;FARINGESIC
L02AB;FARLUTAL
L02AB;FARLUTAL DEPOT
D10BA;FARMACNE
A13AA;FARMACOLA
R01AC;FARMACROM NASAL
C03CA;FARMADIURIL
D08AX;FARMALCOHOL
J01CE;FARMAPEN
J01CE;FARMAPROINA
A06AB;FARMASUL TISANA
L01DB;FARMIBLASTINA
L01DB;FARMORUBICINA
V09IX;FARNA FDG
A13AA;FARNIDASA
L02BA;FASLODEX
M01AE;FASPIC
M01AE;FASTUM
M02AA;FASTUM TOPICO
V03AF;FASTURTEC
A06AB;FAVE DE FUCA
A06AB;FAVILAX
J01DB;FAZOPLEX
V09IX;FDG SCAN
V09IX;FDGCADPET
N02BE;FEBRANINE CAFEINA
N02BE;FEBRECTAL
B02BD;FEIBA
B02BD;FEIBA IMMUNO TIM
M02AA;FELDEGEL
M01AC;FELDENE
M01AC;FELDENE FLAS
N02AE;FELIBEN
J01MA;FELIXENE
C08CA;FELODIPINO
M01AE;FEMAPRIN
L02BG;FEMARA
M01AE;FEMIDOL
M01AE;FEMINALIN
G02CX;FEMIPLANTE
J01XX;FENAMPICIN
N02AB;FENDIVIA
J07BC;FENDRIX
R05CA;FENERGAN EXPECTORANTE
D04AA;FENERGAN TOPICO
S01FB;FENILEFRINA LLORENS
R06AB;FENISTIL
D04AA;FENISTIL EMULSION
C01BB;FENITOINA
D06BB;FENIVIR
C10AB;FENOFIBRATO
M01AE;FENOMAS
C08CA;FENSEL
N01AH;FENTANEST
N02AB;FENTANILO
C05CX;FEPALITAN
C05BX;FEPARIL GEL
B03AA;FERBISOL
B03AC;FERINJECT
B03AC;FERIV
A13AA;FERLASIN
B03AA;FERO GRADUMET
M01AB;FERPAN
B03AB;FERPLEX
B03AB;FERRINILO
V03AC;FERRIPROX
V08CA;FERRISELTZ
B03AB;FERRITINA PRODES
B03AA;FERRO SANOL
B03AA;FERRO SEMAR
B03AA;FERROCE LEO
B03AE;FERROCOBAN B12
B03AB;FERROCUR
B03AB;FERROPROTINA
B03AA;FERRUM SANDOZ
G03GA;FERTINORM
M01AB;FEXAMIN
G04BE;FEXION
R06AX;FEXOFENADINA
A14AB;FHERBOLICO
M01BA;FIACIN
C01BB;FIBORAN
A10BX;FIBRAGUAR
A06AC;FIBRALAX
A06AC;FIBRAMUCIL
C10AX;FIBROCID
D11AX;FIBRODERM
J01CA;FIDESBIOTIC SIMPLE
A15AA;FIDESTONIC
N07CA;FIDIUM
M01AE;FIEDOSIN
C03CA;FILANTOR
P02CB;FILARCIDAN
J01DB;FILOKLIN
J01XX;FIMIZINA
D10AX;FINACEA
M02AX;FINALGON
G04CB;FINARID
G04CB;FINASTERIDA
A08AA;FINEDAL
J01AA;FINEGOSAN
N02BA;FIORINAL
N02BE;FIORINAL CODEINA RECTAL
N02BE;FIORINAL SANDOZ RECTAL
C01EB;FIRAZYR
C04AE;FISIFAX
A05AX;FISIOBIL
A03FA;FISIOGASTROL
R01AX;FISIOLOGICA GIFRER 0.9% 32 FRASCOS 5 ML
B05XA;FISIOLOGICA ISOT NAV 0.9% 1 AMPOLLA 10 ML
B05BB;FISIOLOGICO BAXTER 0.9% 50 BOLSAS 50 ML CLEAR FLEX
R01AX;FISIOLOGICO BETAMADRILEÑ 0.9% SOLUCION 30 ML
B05XA;FISIOLOGICO BIEFFE M 0.9% 50 ML
V07AB;FISIOLOGICO BRAUN 0.9% 1 AMPOLLA 5 ML
B05BB;FISIOLOGICO BRAUN 0.9% 10 FRASCOS PLASTICO 1000 ML
R01AX;FISIOLOGICO FFF 0.9% SOLUCION 30 ML
V07AB;FISIOLOGICO FFF INYECT 0.9% 1 AMPOLLA 5 ML
B05BB;FISIOLOGICO FRESENIUS KABI 0.9% 20 FRASCOS 250 ML (100 ML SOLUCION)
B05XA;FISIOLOGICO HAYEM BIEFFE 0.9% FRASCO 250 ML
V07AB;FISIOLOGICO ISOT ORRAVAN 1 AMPOLLA 5 CC
B05XA;FISIOLOGICO MEIN 0.9% 500 ML 10 FRAS
B05BB;FISIOLOGICO MEIN 0.9% FRASCO 100 ML
R01AX;FISIOLOGICO NEUSC 0.9% SOLUCION 60 ML
R01AX;FISIOLOGICO ORRAVAN 0.9% INSTIL NASAL 50 ML
V07AB;FISIOLOGICO ORRAVAN INY 0.9% 1 AMPOLLA 10 ML
B05XA;FISIOLOGICO PEREZ GIMENE 0.9% AMPOLLA 10 ML
V07AB;FISIOLOGICO SERRA PAMIES 0.9% AMPOLLA 10 ML
B05XA;FISIOLOGICO VITULIA 0.9% FRASCO 100 ML
J01CA;FISIOPEN
D09AA;FITOCREM APOSITO
G02CX;FITOGYN
N06DX;FITOKEY GINKGO FORTE
G02CX;FITOLADIUS
A16AX;FITOSVELT
A04AA;FIXCA
J01XD;FLAGYL INFUSION
P01AB;FLAGYL ORAL
G01AF;FLAGYL VAGINAL
D06BA;FLAMMAZINE
A03FA;FLATORIL
G02CX;FLAVODREI
G02CX;FLAVOSUL
N06AX;FLAXEN
C05CA;FLEBESIDE
C03AX;FLEBO STOP
B05BA;FLEBOBAG GLUCOSA
B05BB;FLEBOBAG GLUCOSALINA
B05BB;FLEBOBAG RINGER LACTATO
B05BB;FLEBOBAG SALINA FISIOLOGICA
B05BA;FLEBOFLEX GLUCOSA
B05BB;FLEBOFLEX GLUCOSALINA
B05BB;FLEBOFLEX RINGER LACTADO
B05BB;FLEBOFLEX SALINA FISIOLOGICA
J06BA;FLEBOGAMMA
J06BA;FLEBOGAMMA DIF
J06BA;FLEBOGAMMA IV
B05BA;FLEBOPLAST GLUCOSA
B05BB;FLEBOPLAST GLUCOSALINA
B05BA;FLEBOPLAST LEVULOSA
B05BB;FLEBOPLAST SALINA FISIOLOGICA
C05CX;FLEBOSTASIN RETARD
N07CA;FLERUDIN
M03BA;FLEXAGIL
B05AA;FLEXBUMIN
M02AA;FLEXIDOL
D10BA;FLEXRESAN
N02CC;FLEZOL FLAS
P02CA;FLICUM
R01AD;FLIXONASE NASAL
R03BA;FLIXOTIDE
R03BA;FLIXOTIDE ACCUHALER
D07CC;FLODERMOL
M02AA;FLOGOPROFEN
M01AB;FLOGOTER
M01AB;FLOGOTER RETARD
B01AC;FLOLAN
J07BB;FLUARIX
D07AC;FLUBASON
J01CA;FLUBIOTIC
V09IX;FLUCIS
J02AC;FLUCONAZOL
R05DA;FLUDAN CODEINA
L01BB;FLUDARABINA
V09IX;FLUDESOXIGLUCOSA
N02BE;FLUDETEN
R05DA;FLUDREN
D07CC;FLUDRONEF LOCION
S01CA;FLUDRONEF OFTALMICO
D07CC;FLUDRONEF POMADA
J07BB;FLUENZ
S01CA;FLUGEN
R06AC;FLUIDASA
R05CA;FLUIDIN
R05CB;FLUIDIN MUCOLITICO
R05CB;FLUIMUCIL
R05CZ;FLUIMUCIL ANTIBIOTICO
R05X;FLUIMUCIL COMPLEX
R05CB;FLUIMUCIL FORTE
R01AD;FLUINOL SPRAY NASAL ACUOSO
V03AB;FLUMAZENIL B
V03AB;FLUMAZENILO
R05CB;FLUMIL
R05CZ;FLUMIL ANTIBIOTICO
V03AB;FLUMIL ANTIDOTO
R05CB;FLUMIL FORTE
R05CB;FLUMIL INFANTIL
R05CB;FLUMONAC
D07AC;FLUNUTRAC
D07AC;FLUOCID FORTE
D07AC;FLUODERMO FUERTE
A01AA;FLUODONTYL
V09IX;FLUODOS
V09IX;FLUOGRAF
A06AG;FLUOLIX
A01AA;FLUOR KIN
A01AA;FLUOR LACER
A01AA;FLUORAN
S01JA;FLUORESCEINA OCULOS
L01BC;FLUORO URACIL
L01BC;FLUOROURACILO
V09IX;FLUORSCAN
V09IX;FLUOTRACER
N06AB;FLUOXETINA
N07CA;FLURPAX
C08CA;FLUSEMIDE
D07AC;FLUSOLGEN
R03BA;FLUSONAL
R03BA;FLUSONAL ACCUHALER
D01AC;FLUSPORAN
L02BB;FLUTAMIDA
L02BB;FLUTANDRONA
D07AC;FLUTENAL
D07AC;FLUTENAL FTE
D07CC;FLUTENAL GENTAMICINA
D07AC;FLUTENAL PEDI
D07XC;FLUTENAL SALI
R01AD;FLUTICASONA
D07AC;FLUTICREM
R05DB;FLUTOX
C10AA;FLUVASTATINA
N06AB;FLUVOXACIC
N06AB;FLUVOXAMINA
N02BA;FLUXAL
B01AC;FLUZIMAL
S01BA;FML
S01BA;FML FORTE
S01CA;FML NEO
V03AF;FOLAXIN
V03AF;FOLEVO
B03BA;FOLI DOCE
V03AF;FOLIDAN IV
B03AD;FOLIFERRON
G03FB;FOLILUTEINA
V03AF;FOLINATO CALCICO
D11AX;FOLITABS
G02CC;FOMENE
D01AC;FONGAMIL
G01AF;FONGAMIL VAGINAL
D01AE;FONGEAL CREMA
D01BA;FONGEAL COMP
D11AX;FONITAR CHAMPU
R03AC;FORADIL
R03AC;FORADIL AEROLIZER
R03AC;FORADIL NEO
N01AB;FORANE
A11JC;FORCEMIL
C03CA;FORDIURAN
A06AD;FORLAX
R03AC;FORMATRIS NOVOLIZER
R03AK;FORMODUAL
R03AC;FORMOTEROL
R05CA;FORMULAEXPEC
R05DA;FORMULATUS
H05AA;FORSTEO
J01DD;FORTAM
A07DA;FORTASEC
H02AB;FORTECORTIN
A12AA;FORTICAL
A13AA;FORTIGENO
C09DA;FORTZAAR
D06CA;FORUNCULONE
N02CC;FORVEY
A11JC;FORVITEN FUERTE
M05BA;FOSAMAX
M05BA;FOSAMAX SEMANAL
H05BA;FOSATUR NASAL
M05BB;FOSAVANCE
J05AD;FOSCAVIR
A05BA;FOSFARGINIL
L01BB;FOSFATO DE FLUDARABINA
B05XA;FOSFATO DIPOTASICO
B05XA;FOSFATO MONOSODICO
J01XX;FOSFOCINA
S01BA;FOSFODEXA
A06AD;FOSFOEVAC
J01XX;FOSFOMICINA TROMETAMOL
A13AA;FOSFOR
A06AD;FOSFOSODA
A13AA;FOSGLUTEN REFORZADO
C09AA;FOSINIL
C09AA;FOSINOPRIL
C09BA;FOSINOPRIL/HIDROCLOROTIAZIDA
C09AA;FOSITENS
C09BA;FOSITENS PLUS
A06AD;FOSLAINCO
C04AX;FOSLIP VASCULAR
V03AE;FOSRENOL
R03AK;FOSTER
G03GA;FOSTIPUR
J01CE;FRADICILINA
B01AB;FRAGMIN
B01AB;FRAXIPARINA
B05BA;FREAMINE HBC
B05BB;FREEFLEX CLORURO SODICO
B05BA;FREEFLEX GLUCOSA
B05BB;FREEFLEX GLUCOSALINA
B05BB;FREEFLEX RINGER LACTATO
A02BA;FREMET
R05X;FRENADOL COMPLEX
R05X;FRENADOL HOT LEMON
R05X;FRENADOL JUNIOR
N02BE;FRENADOL NARANJA
R05X;FRENADOL PS
R02AA;FRENAGAR
N02BE;FRENAGIAL
R03BC;FRENAL
R03AK;FRENAL COMPOSITUM
R01AA;FRENASAL
R05X;FRENASELTZ
M01AE;FRENATERMIN
R05DA;FRENATUS
R05DA;FRENATUS INFANTIL
A03ED;FRENESPAN
A03ED;FRENESPAN RECTAL
R05X;FRIALGINA
R05X;FRICOLD
R05CB;FRIMUCE
R06AD;FRINOVA
R01AA;FRIRESP
M02AX;FRISABEL LINIMENTO
R05CA;FRISPEC
R05DA;FRITUSIL
M01AE;FROBEN
M01AE;FROBEN RETARD
L03AB;FRONE
N06AB;FROSINOR
C03EB;FRUSAMIL
A02AH;FRUTOSEL
D07CC;FUCIBET
J01XC;FUCIDINE
D07CA;FUCIDINE H
S01AA;FUCIDINE OFTALMICO
D06AX;FUCIDINE TOPICO
S01AA;FUCITHALMIC
D01BA;FULCIN
M02AA;FULGIUM
D07AC;FULIXAN
D01BA;FULVICINA
D01AC;FUNCENAL
A01AB;FUNGANILINE
J02AB;FUNGAREST
D01AC;FUNGAREST TOPICO
G01AF;FUNGAREST VAGINAL
D01BA;FUNGICARE
D01AC;FUNGIDERMO
D01AC;FUNGINAZOL
D01AC;FUNGISDIN
A01AB;FUNGISDIN ORAL
J02AA;FUNGIZONA ENDOVENOSA
J02AB;FUNGO
D01AE;FUNGOWAS
G01AX;FUNGOWAS VAGINAL
D01AE;FUNGUSOL
D08AF;FURACIN
J01XE;FURANTOINA
J01XE;FUROBACTINA
C03CA;FUROSEMIDA
R02AB;FUSALOYOS
C09CA;FUTURAN
C09DA;FUTURAN PLUS
J05AX;FUZEON
A06AC;FYBOGEL
M03BA;G TRIL
N03AX;GABAPENTIN
N03AX;GABATUR
N03AX;GABEPINA
N03AG;GABITRIL
N03AX;GABMYLAN
N03AB;GABONEURIL COMPLEX FORTE
N05CX;GABORIL SEDATIVO
A07AA;GABRORAL
A13AA;GADIONAL
V08CA;GADOGRAF
V08CA;GADOPENTETATO DE DIMEGLUMINA CURAGITA
V08CA;GADOVIST
N06DA;GALANTAMINA
M01AX;GALAXDAR
L02BG;GALDAR
N06DA;GALNORA
J01CR;GALOTAM
J01MB;GALUSAN
A10BH;GALVUS
A10BB;GAMADIABET
N06BX;GAMALATE B6
B05DA;GAMBROSOL TRIO
A13AA;GAMEVAL
J06BB;GAMMA ANTI D
J06BB;GAMMA ANTITETANOS
J06BB;GAMMA GLOB ANTI RH
J06BA;GAMMA GLOB ANTIAL
J06BB;GAMMA GLOB ANTIHEPA B
J06BB;GAMMA GLOB ANTIPAROT
J06BB;GAMMA GLOB ANTIPER
J06BB;GAMMA GLOB ANTIRUB
J06BB;GAMMA GLOB ANTITE
J06BA;GAMMA GLOB HUBB OFTALMIC
J06BA;GAMMA GLOB HUBBER
J06BA;GAMMA VENIN
J06BA;GAMMABION
J06BA;GAMMAGARD
J06BB;GAMMAGLOB ANTI D
J06BB;GAMMAGLOB ANTIHEPATITIS B
J06BB;GAMMAGLOB ANTITE
J06BA;GAMMAGLOB GRIFOLS
J06BA;GAMMAGLOBULINA PASTEUR
J06BB;GAMMALONGA VARICELA
S01ED;GANFORT
C09AA;GARANIL
J07BM;GARDASIL
N03AA;GARDENAL
R02AA;GARGARIL
J01DD;GARIA
D07AC;GARIA POMADA
R06AE;GARPON
R02AD;GARTRICIN
R02AA;GARYDOL
A02AD;GASTRIBIEN
A02BC;GASTRIMUT
A02BA;GASTRION
A03FA;GASTRO GOBENS
A02BA;GASTRO H2
A02AD;GASTRO ROGER SEDO
A02AX;GASTROALGINE
A02BX;GASTRODENOL
A02BA;GASTRODOMINA
A07EB;GASTROFRENAL
B05XA;GASTROFUSINA
A02AX;GASTROGLUTAL
V08AA;GASTROGRAFIN
V08AA;GASTROLUX
A02AD;GASTROMOL
A02AD;GASTROPEACHE
A02BA;GASTROPEN
A02AD;GASTROSAN
A03FA;GASTROSINDROM
A02BX;GASTROZEPIN
A06AD;GATINAR
A02AH;GAVISCON
A02BX;GAVISCON FORTE
A02BX;GAVISCON NORMAL 
A02BX;GEFARNIL
B05AA;GELAFUNDINA
R05DA;GELBRONQUIAL
M02AB;GELCEN
D07AC;GELIDINA
A02AF;GELOALUMIN
M02AA;GELOBUFEN
N02BE;GELOCATIL
R05X;GELOCATIL GRIPE FENILEFRINA
R05X;GELOCATIL GRIPE FENILEFRINA FORTE 
R05X;GELOCATIL GRIPE PSEUDOEFEDRINA
A02AD;GELODROX
A02AD;GELODUAL
M01AE;GELOFENO
B05AA;GELOFUSINA
M01AE;GELOPIRIL
B05AA;GELOPLASMA
A02AF;GELOSIM
N02AX;GELOTRADOL
A02AH;GELOTRICAR
A02AD;GELOTRISIN
D02AC;GELY LANZAS
L01BC;GEMCITABINA
C10AB;GEMFIBROZILO
L01BC;GEMZAR
J01DB;GENCEFAL
N06BX;GENOGRIS
S01AA;GENOPTIC
H01AC;GENOTONORM
L01AA;GENOXAL
N06AB;GENPROL
R03CC;GENSASMOL
J01GB;GENTA GOBENS
S01AA;GENTALLORENS
J01GB;GENTALODINA
J01GB;GENTAMEDICAL
J01GB;GENTAMICINA IV
J01GB;GENTAMIN
J01GB;GENTAMIVAL
D06AX;GENTAMIVAL TOPICA
J01GB;GENTAMORGENS
D06AX;GENTICINA  TOPICO
J01GB;GENTICINA VIAL
J01GB;GENTISUM VIAL
R05DB;GENTOS
G04AK;GENURAT
N05AE;GEODON
J01CA;GEOPEN
L02BG;GEPEX
M01AB;GERBIN
M02AA;GERBIN DIFUCREM
H01AC;GEREF
C08CA;GERICIN
A13AA;GERIMAX
A11AA;GERIPLEX
G04CX;GERNIDE
A11AA;GESTAMATER
G03DC;GESTANON
G03AA;GESTINYL
A11AA;GEVRAL PROTEINA
J01GB;GEVRAMYCIN
D06AX;GEVRAMYCIN TOPICA
V04CD;GHRH FERRING
L04AA;GILENYA
C01BA;GILURYTMAL
G01AF;GINE CANESTEN
G01AF;GINE MICETAL
G01AF;GINE ZALAIN
L02AE;GINECRIN DEPOT
G01AF;GINEDERMOFIX VAGINAL
G01AF;GINEFEN
G01AD;GINEJUVENT
A01AB;GINGILONE
N06DX;GINKGO
N06DX;GINKGO BILOBA
N06DX;GINKGOLD
N06DX;GINKOKAN
A13AA;GINSANA
A13AA;GINSENG
J01MA;GIROFLOX
B05BA;GLAMIN
S01EC;GLAUCONIDE
S01EB;GLAUCOSTAT
S01EA;GLAUDROPS
A02BB;GLEFOS
L01AD;GLIADEL
A10BB;GLIBENESE
D02AC;GLICERINA BIDESTILAD
A06AX;GLICERINA SUPOSITORIOS
A06AX;GLICEROL SUPOSITORIOS
A06AX;GLICEROL VILARDELL
S01EX;GLICEROTENS
A10BB;GLICLAZIDA
A10BB;GLIMEPIRIDA
L01XD;GLIOLAN
A10BB;GLITRIM
L01XE;GLIVEC
M01AX;GLIZOLAN
R06AX;GLOBOFIL
J01MA;GLOBUCE
J06BB;GLOBULINA ANTI RH
J06BA;GLOBUMAN
J06BA;GLOGAMA
J06BA;GLOGAMA ANTIALERGICA
J06BB;GLOGAMA ANTIHEPATITIS B
J06BB;GLOGAMA ANTIPAROTIDITIS
J06BB;GLOGAMA ANTIPERTUSIS
J06BB;GLOGAMA ANTIRUBEOLA
J06BB;GLOGAMA ANTITETANICA
J06BA;GLOINAR
A15AA;GLOTONE
D08AX;GLUBEL CROMO
R01AB;GLUBEOL
A10BD;GLUBRAVA
H04AA;GLUCAGEN
H04AA;GLUCAGON
H04AA;GLUCAGON NOVO
P01CB;GLUCANTIME
A10BF;GLUCOBAY
A13AA;GLUCODULCO
A10BB;GLUCOLON
M01AX;GLUCOMED
A12AA;GLUCONATO CALCICO
A10BA;GLUCOPHAGE
B05BB;GLUCOPLURISALINA
B05BB;GLUCOPOLIELECTROLITICA
B05BB;GLUCOPOTASICA BRAUN
B05XA;GLUCOPOTASICA MEIN
B05BB;GLUCOPOTASICO BIEFFE
B05XA;GLUCOPOTASICO BRAUN
B05BA;GLUCOSA BAXTER
B05BA;GLUCOSA BIEFFE
B05BA;GLUCOSA BIOMENDI
B05BA;GLUCOSA BRAUN
B05BB;GLUCOSA CLK BAXTER
B05BB;GLUCOSA CLNA BAXTER
B05XA;GLUCOSA CLNA CLK BIOMENDI
B05BA;GLUCOSA IFE
B05BA;GLUCOSA TECSOLPAR
B05BA;GLUCOSADA FRESENIUS KABI
B05BB;GLUCOSADO SALINO FRESENIUS KABI
B05BA;GLUCOSADO VITRO BIEFFE
B05BA;GLUCOSADO VITULIA
B05BB;GLUCOSALINA BRAUN
B05XA;GLUCOSALINA MODIFIC MEIN
B05BB;GLUCOSALINO VITULIA
M01AX;GLUCOSAMINA
V06DC;GLUCOSMON
M01AX;GLUFAN
A02B;GLUMAL
A10BF;GLUMIDA
M01AX;GLUNIRO
A10BB;GLURENOR
V09IX;GLUSCAN
A10BG;GLUSTIN
B03AE;GLUTAFERRO CAPS
B03AA;GLUTAFERRO GOTAS
A11DA;GLUTANEURINA B6 FORTE
C10AA;GLUTASEY
H01BA;GLYPRESSIN
N05BA;GOBANAL
J01CA;GOBEMICINA
J01CA;GOBEMICINA RETARD
J01EE;GOBENS TRIM
A11HA;GODABION B6
R03DA;GODAFILIN
R03DB;GODAFILIN DEXAMET
D04AX;GOIPIC
G03GA;GONAL F
L02AE;GONAPEPTYL DEPOT
C09AA;GOPTEN
A11BA;GOTA CEBRINA
J01FA;GOXIL
G03AB;GRACIAL
R02AA;GRADIN DEL D ANDREU
N02BB;GRADONA
C05CX;GRAIL
A11GB;GRAMOCE A
A04AA;GRANISETRON
L03AA;GRANOCYTE
L03AA;GRANULOKINE
A04AA;GRANYTRIL
A08AA;GRASMIN
N03AA;GRATUSMINAL
G02AD;GRAVIDEX
V01AA;GRAZAX
V01AA;GRAZURA
D01BA;GREOSIN
J01MA;GREPAX
B01AC;GREPID
D03AX;GRIETALGEN
D07CA;GRIETALGEN HIDROCORTISONA
D06CA;GRINAL ANTIBIOTICO
M01AE;GRIP ACTION
R05X;GRIPAKIN
J07BB;GRIPAVAC
J07BB;GRIPAVAC PEDI
N02BE;GRIPOFREN COMPLEX
R05X;GRIPPAL
L02BB;GRISETIN
H01AC;GRORM
A13AA;GROVIXIM
N05AL;GUASTIL
M01AX;GUAXAN
J01AA;GUAYACICLINA
A11JC;GURONSAN
A06AB;GUTALAX
C01CA;GUTRON
G03HB;GYNEPLEN
N02CA;GYNERGENO
G01AF;GYNO PEVARYL
G03AA;GYNOVIN
R05DB;H TUSSAN
A11HA;HACHEMINA FUERTE
C05AX;HADENSA POMADA
C05AX;HADENSA SUPOSITORIOS
B02BD;HAEMATE P
B05AA;HAES ESTERIL
L01XX;HALAVEN
N05CD;HALCION
P01BX;HALFAN
A11JC;HALIBORANGE JARABE
D02AB;HALIBUT
D07XA;HALIBUT HIDROCORTISONA
R05CZ;HALITOL MUCOLITICO
D07AD;HALOG
M02AC;HALOGEDOL
N05AD;HALOPERIDOL
N01AB;HALOTHAN
M02AB;HANSATERM
N06DA;HARMINA
G03AA;HARMONET
M09AX;HARPAGOMED
B05BB;HARTMANN
J01MA;HAVELOX
J07BC;HAVRIX
J07BC;HB VAX ANTIHEPATITIS
J07BC;HBVAXPRO
G03GA;HCG LEPORI
A02AH;HECTONONA
N06AB;HEIPRAM
V04CG;HELICOBACTER TEST INFAI
B02BD;HELIXATE
A04AA;HELMINE
A02BX;HELOL
N02BA;HELVER SAL
N02CA;HEMICRANEAL  COMPRIMIDOS
N02CA;HEMICRANEAL SUPOSITORIOS
B02BX;HEMO 141
C05AX;HEMO DERMINIOL
C05AD;HEMOAL
C05AD;HEMOAL FORTE
M05BA;HEMOCALCIN
B02AA;HEMOCAPROL
B05XA;HEMOCE
B05ZB;HEMODIAFILTRACION BAXTER D 8 
C05AA;HEMODREN
C05AA;HEMODREN COMPUESTO
C05AD;HEMODREN SIMPLE
B02BD;HEMOFACTOR HT
B05ZB;HEMOFILTRACION E2 BAXTER
B05ZB;HEMOFILTRACION E3 BIEFFE
B05ZB;HEMOFILTRACION E4 BAXTER
B05ZB;HEMOFILTRACION E5 BIEFFE
B05ZB;HEMOFILTRACION HF 23
B05AA;HEMOHES
C05AD;HEMONET
C05AA;HEMORRANE
B05ZB;HEMOSOL B0
B02BC;HEMOSTATICO ANTISEP
C04AD;HEMOVAS
B03BB;HEPA FACTOR
A05BA;HEPACITOL
A11EA;HEPACOBAN B12
B03BA;HEPACOMPLET B12 1000
A11EX;HEPACOMPLET B12 TRIPLE SOLUCION
A16AX;HEPADIF 20
A05BA;HEPADIF 40
A16AX;HEPADIF SOLUCION
A05BA;HEPADIGEST
B01AB;HEPADREN 2500 UI ANTI XA
B01AB;HEPARINA
J06BB;HEPATECT
A05BA;HEPATO FARDI
B05BA;HEPATOFUSIN
B05BA;HEPATOFUSIN DOBLE
C05AA;HEPRO
A02BX;HEPRONE
J05AF;HEPSERA
J06BB;HEPUMAN
L01XC;HERCEPTIN
D06BB;HERPALGIN
D06BB;HERPIAL
C09AA;HERTEN
C09BA;HERTEN PLUS
B05AA;HES GRIFOLS
