Text,Freq,Codi,Descr_codi,Codi_3,Descr_codi_3,Gran_grup_classif,Descr_gran_grup_clasif
COLAGENO  MAGNESIO,1,NA,NA,NA,NA,NA,NA
COLANGITIS ESCLEROSANT PRIMARIA,1,NA,NA,NA,NA,NA,NA
COLCE DE TENISTE,1,NA,NA,NA,NA,NA,NA
COLECISTOMIA,1,NA,NA,NA,NA,NA,NA
COLESCISTITS,1,NA,NA,NA,NA,NA,NA
COLESTEATOMA,1,NA,NA,NA,NA,NA,NA
COLESTEATOMA OD,1,NA,NA,NA,NA,NA,NA
COLIALISTICTOMIA,1,NA,NA,NA,NA,NA,NA
COLIC HEPATIC,1,NA,NA,NA,NA,NA,NA
COLIC NEFRITIC ( 2 ) I PUNTES D'ACID URIC ( 3 ),1,NA,NA,NA,NA,NA,NA
COLICOS RINON,1,NA,NA,NA,NA,NA,NA
COLICS NEFRITICS - CALCULS D'OXALAT CALCIC,1,NA,NA,NA,NA,NA,NA
COLICS NEFRITICS CRISTALLS ACID URIC,1,NA,NA,NA,NA,NA,NA
COLITIS CRONICA,1,NA,NA,NA,NA,NA,NA
COLITIS LINFOCITICA,1,NA,NA,NA,NA,NA,NA
COLOBOMA CORIORRETINIANO,1,NA,NA,NA,NA,NA,NA
COLOESTEROL,1,NA,NA,NA,NA,NA,NA
COLOM DESCOLGADO,1,NA,NA,NA,NA,NA,NA
COLOM IRRITABLE,1,NA,NA,NA,NA,NA,NA
COLON IRRITABLE/GASTRITIS CRONICA/ANGIODISPLASIA MULTIPLE COLON/HERNIA HIATO,1,NA,NA,NA,NA,NA,NA
COLPITIS ATOPICA,1,NA,NA,NA,NA,NA,NA
COMPLEMENT,1,NA,NA,NA,NA,NA,NA
COMPLEMENT ALIMENTICI,1,NA,NA,NA,NA,NA,NA
COMPLEMENT VITAMINIC FERRO,1,NA,NA,NA,NA,NA,NA
COMPLEMENTAR ARTILOG,1,NA,NA,NA,NA,NA,NA
COMPLEMENTO VITAMINAS,1,NA,NA,NA,NA,NA,NA
COMPLEMENTO VITAMINICO,1,NA,NA,NA,NA,NA,NA
COMPLEMENTS,1,NA,NA,NA,NA,NA,NA
COMPRESSIO LUMBAR,1,NA,NA,NA,NA,NA,NA
CONCENTRACIO,1,NA,NA,NA,NA,NA,NA
CONCILIACIO DEL SON,1,NA,NA,NA,NA,NA,NA
CONCILIAR EL SON,1,NA,NA,NA,NA,NA,NA
CONCILIAR EL SUENO,1,NA,NA,NA,NA,NA,NA
CONDICIO DEPRESIVA DE TIPUS HEREDITARI,1,NA,NA,NA,NA,NA,NA
CONDILOMA CUELLO UTERO,1,NA,NA,NA,NA,NA,NA
CONDILOMAS,1,NA,NA,NA,NA,NA,NA
CONDRIOPATIA,1,NA,NA,NA,NA,NA,NA
CONDROCALCINOSI,1,NA,NA,NA,NA,NA,NA
CONDROCALCINOSIS,1,NA,NA,NA,NA,NA,NA
CONDROPATIA,1,NA,NA,NA,NA,NA,NA
CONDROPATIA FEMOROPATELAR BILATERAL GRAU IV,1,NA,NA,NA,NA,NA,NA
CONDROPATIA GENOLL,1,NA,NA,NA,NA,NA,NA
CONDROPROTECTOR,1,NA,NA,NA,NA,NA,NA
CONGESTION DEL OIDO,1,NA,NA,NA,NA,NA,NA
CONIZACION DEL UTERO,1,NA,NA,NA,NA,NA,NA
CONSTIPADO,1,NA,NA,NA,NA,NA,NA
CONSTRENYIMENT,1,NA,NA,NA,NA,NA,NA
CONTENCION URINARIA,1,NA,NA,NA,NA,NA,NA
CONTRACTURA DORSAL Y LUMBALGIA,1,NA,NA,NA,NA,NA,NA
CONTRACTURA ESPALDA,1,NA,NA,NA,NA,NA,NA
CONTRACTURA-DOLOR MUSCULAR,1,NA,NA,NA,NA,NA,NA
CONTRACTURAS CERVICALES,1,NA,NA,NA,NA,NA,NA
CONTRACTURES FACILS,1,NA,NA,NA,NA,NA,NA
CONTRACTURES MANDIBULARS,1,NA,NA,NA,NA,NA,NA
CONTRACTURES MUSCULARS,1,NA,NA,NA,NA,NA,NA
CONTRARRESTAR CORTISONA,1,NA,NA,NA,NA,NA,NA
CONTROL,1,NA,NA,NA,NA,NA,NA
CONTROL METABOLISME HIDRATS DE CARBONI PER CONTROL DEL PES,1,NA,NA,NA,NA,NA,NA
CONTROL PESO,1,NA,NA,NA,NA,NA,NA
CONTROL PRESSIO OCULAR,1,NA,NA,NA,NA,NA,NA
COR DISPARAT,1,NA,NA,NA,NA,NA,NA
CORAZON MAS GRUESO DE LO HABITUAL,1,NA,NA,NA,NA,NA,NA
CORDES VOCALS,1,NA,NA,NA,NA,NA,NA
CORESTEROL,1,NA,NA,NA,NA,NA,NA
COROIDITIS SERPEGINOSA- TUBERCULOSIS OCULAR,1,NA,NA,NA,NA,NA,NA
CORT,1,NA,NA,NA,NA,NA,NA
CREMOR D'ESTOMAG,1,NA,NA,NA,NA,NA,NA
CREMOR DIGESTIU,1,NA,NA,NA,NA,NA,NA
CREMOR ESTOMAG,1,NA,NA,NA,NA,NA,NA
CREMORS,1,NA,NA,NA,NA,NA,NA
CRISIS COMICIALS D'ABSENCIA,1,NA,NA,NA,NA,NA,NA
CRISIS D'ANSIETAT,1,NA,NA,NA,NA,NA,NA
CRONIC,1,NA,NA,NA,NA,NA,NA
CUESTION HORMONAL,1,NA,NA,NA,NA,NA,NA
CURATIVO,1,NA,NA,NA,NA,NA,NA
D0RMIR,1,NA,NA,NA,NA,NA,NA
DDEGENERACOO MACULAR,1,NA,NA,NA,NA,NA,NA
DECAIMENT,1,NA,NA,NA,NA,NA,NA
DECAIMENT EMOCIONAL,1,NA,NA,NA,NA,NA,NA
DEFICIENCIA MITRAL LEVE,1,NA,NA,NA,NA,NA,NA
DEFICIENCIA PANCREATICA EXOCRINA,1,NA,NA,NA,NA,NA,NA
DEFICIT  VITAMINA D,1,NA,NA,NA,NA,NA,NA
DEFICIT ABSORCIO,1,NA,NA,NA,NA,NA,NA
DEFICIT B12,1,NA,NA,NA,NA,NA,NA
DEFICIT CALCI,1,NA,NA,NA,NA,NA,NA
DEFICIT COGNITIVO LEVE. ATROFIA DE HIPOCAMPO,1,NA,NA,NA,NA,NA,NA
DEFICIT DE CALC,1,NA,NA,NA,NA,NA,NA
DEFICIT DE CALC I DE VITAMINA D,1,NA,NA,NA,NA,NA,NA
DEFICIT DE FERRO,1,NA,NA,NA,NA,NA,NA
DEFICIT DE PROTEINA S LLIURE INHIBIDORA,1,NA,NA,NA,NA,NA,NA
DEFICIT DE VIT D,1,NA,NA,NA,NA,NA,NA
DEFICIT FERRO,1,NA,NA,NA,NA,NA,NA
DEFICIT PROTEINA C EN SANG,1,NA,NA,NA,NA,NA,NA
DEFICIT VITAMINA,1,NA,NA,NA,NA,NA,NA
"DEFICIT VITAMINA """""""" D""""""""",1,NA,NA,NA,NA,NA,NA
DEFICIT VITAMINA B12,1,NA,NA,NA,NA,NA,NA
DEFORMACIO DELS PEUS,1,NA,NA,NA,NA,NA,NA
DEGENERACIO MACULAR,1,NA,NA,NA,NA,NA,NA
DEIXA DE FUMAR,1,NA,NA,NA,NA,NA,NA
DEIXAR FUMAR,1,NA,NA,NA,NA,NA,NA
DEPESSIO,1,NA,NA,NA,NA,NA,NA
DEPRESIO I PEL TRANSTORN DEL SON,1,NA,NA,NA,NA,NA,NA
DEPRESIO-ANSIETAT,1,NA,NA,NA,NA,NA,NA
DEPRESION / ANSIEDAD,1,NA,NA,NA,NA,NA,NA
DEPRESION Y DOLORES DE CABEZA,1,NA,NA,NA,NA,NA,NA
DEPRESION YMIGRANAS,1,NA,NA,NA,NA,NA,NA
"DEPRESION, INSOMNIO",1,NA,NA,NA,NA,NA,NA
DEPRESSIO (LLEU),1,NA,NA,NA,NA,NA,NA
DEPRESSIO (MENOR),1,NA,NA,NA,NA,NA,NA
DEPRESSIO I BULIMIA,1,NA,NA,NA,NA,NA,NA
"DEPRESSIO, ANSIETAT",1,NA,NA,NA,NA,NA,NA
"DEPRESSIO,ANSIETAT",1,NA,NA,NA,NA,NA,NA
DEPRESSO,1,NA,NA,NA,NA,NA,NA
DEPURATIVA,1,NA,NA,NA,NA,NA,NA
DERMATITIS ASOCIADA AL HERPES SIMPLE,1,NA,NA,NA,NA,NA,NA
DERMATITIS NEUROLOGICA,1,NA,NA,NA,NA,NA,NA
DERMATOLOGICA,1,NA,NA,NA,NA,NA,NA
DERRAME PLEUROPERICARDIC,1,NA,NA,NA,NA,NA,NA
DESAJUSTE HORMONAL,1,NA,NA,NA,NA,NA,NA
DESAJUSTOS HORMONALS,1,NA,NA,NA,NA,NA,NA
DESANIM,1,NA,NA,NA,NA,NA,NA
DESANIMO,1,NA,NA,NA,NA,NA,NA
DESCANCAR I DEPRESIO,1,NA,NA,NA,NA,NA,NA
DESCANSAR,1,NA,NA,NA,NA,NA,NA
DESCRIT AMB LA PREGUNTA ANTERIOR,1,NA,NA,NA,NA,NA,NA
DESGAST ARTICULAR,1,NA,NA,NA,NA,NA,NA
DESGAST DEL CARTILEG,1,NA,NA,NA,NA,NA,NA
DESGAST MUSCUL MA,1,NA,NA,NA,NA,NA,NA
DESGASTE CADERA,1,NA,NA,NA,NA,NA,NA
DESGASTE CARTILAGO RODILLAS,1,NA,NA,NA,NA,NA,NA
DESGASTE DE BERTEBRAS COLUMNA LUMBAR,1,NA,NA,NA,NA,NA,NA
DESGASTE MENISCO,1,NA,NA,NA,NA,NA,NA
DESGASTE RODILLAS,1,NA,NA,NA,NA,NA,NA
DESGAT DELS DISCOS DE LA COLUMNA VERTEBRAL,1,NA,NA,NA,NA,NA,NA
DESMOIDE CERVICAL,1,NA,NA,NA,NA,NA,NA
DESPRENDIMENT DE VITRI,1,NA,NA,NA,NA,NA,NA
DESPRENDIMENT RETINA UE,1,NA,NA,NA,NA,NA,NA
DESPRENIMENT DE CORNEA,1,NA,NA,NA,NA,NA,NA
DESPRES D?UNA OPERACIO DE FA MES DE 8 ANYS,1,NA,NA,NA,NA,NA,NA
DESPRES DE FER MOLT EXERCICI,1,NA,NA,NA,NA,NA,NA
DESPRESION,1,NA,NA,NA,NA,NA,NA
DESVIACIO ESQUENA,1,NA,NA,NA,NA,NA,NA
DEVIRTICULITIS,1,NA,NA,NA,NA,NA,NA
DIABETIS DURANT L'EMBARAC,1,NA,NA,NA,NA,NA,NA
DIARREA,1,NA,NA,NA,NA,NA,NA
DIAZEPAN,1,NA,NA,NA,NA,NA,NA
DICOCOLON,1,NA,NA,NA,NA,NA,NA
DICOPATIA DEGENERATIVA,1,NA,NA,NA,NA,NA,NA
DIES ALTERNATIUS,1,NA,NA,NA,NA,NA,NA
DIFICULTAD CONCILIAR SUENO,1,NA,NA,NA,NA,NA,NA
DIFICULTAT RESPIRATORIA NIT,1,NA,NA,NA,NA,NA,NA
DIFICULTAT URINARIA,1,NA,NA,NA,NA,NA,NA
DIFICULTAT X DORMIR,1,NA,NA,NA,NA,NA,NA
DIGESTION LENTA,1,NA,NA,NA,NA,NA,NA
DIGESTIONS PESADES,1,NA,NA,NA,NA,NA,NA
DIGESTIU,1,NA,NA,NA,NA,NA,NA
DIGESTIVA,1,NA,NA,NA,NA,NA,NA
DIJESTIONES LENTAS,1,NA,NA,NA,NA,NA,NA
DILATACION URETRAL,1,NA,NA,NA,NA,NA,NA
DILUIR LS SANGREPLAVP,1,NA,NA,NA,NA,NA,NA
DIPOSIT DEL FERRO UNA MICA BUIT,1,NA,NA,NA,NA,NA,NA
DISCOPATIA,1,NA,NA,NA,NA,NA,NA
DISCOPATIA L4-L5,1,NA,NA,NA,NA,NA,NA
DISCOPATIA VERTEBRES,1,NA,NA,NA,NA,NA,NA
DISECCION CAROTIDA,1,NA,NA,NA,NA,NA,NA
DISFUNCIO RENAL,1,NA,NA,NA,NA,NA,NA
DISFUNCION ARECTIL,1,NA,NA,NA,NA,NA,NA
DISFUNCION ERECTIL LEVE,1,NA,NA,NA,NA,NA,NA
DISLIPEMIA,1,NA,NA,NA,NA,NA,NA
DISMINUCIO PSIQUICA,1,NA,NA,NA,NA,NA,NA
DISPEPSIA OCASIONAL,1,NA,NA,NA,NA,NA,NA
DISPLASIA,1,NA,NA,NA,NA,NA,NA
DISPLASIA ARRITMOGENICA,1,NA,NA,NA,NA,NA,NA
DISPLASIA CERVICAL,1,NA,NA,NA,NA,NA,NA
DISPLASIA EN ECTOPIA CERVICAL METAPLASICA,1,NA,NA,NA,NA,NA,NA
DISPLASIA LLEU COLL UTER,1,NA,NA,NA,NA,NA,NA
DISPLASIA SEVERA CUELLO UTERO,1,NA,NA,NA,NA,NA,NA
DIVERTICULIS,1,NA,NA,NA,NA,NA,NA
DIVERTICULITIS AGUDA,1,NA,NA,NA,NA,NA,NA
DIVERTICULO TRAQUEA,1,NA,NA,NA,NA,NA,NA
DOL,1,NA,NA,NA,NA,NA,NA
DOLER ALS PEUS I TENDO AQUILES,1,NA,NA,NA,NA,NA,NA
DOLO RLUMBAR,1,NA,NA,NA,NA,NA,NA
DOLOR  MUSCULAR,1,NA,NA,NA,NA,NA,NA
DOLOR A LES MANS,1,NA,NA,NA,NA,NA,NA
DOLOR ABDOMINAL,1,NA,NA,NA,NA,NA,NA
DOLOR AL MALUC,1,NA,NA,NA,NA,NA,NA
DOLOR ALS GENOLLS,1,NA,NA,NA,NA,NA,NA
DOLOR ANAL,1,NA,NA,NA,NA,NA,NA
DOLOR ARTICULACIONES,1,NA,NA,NA,NA,NA,NA
DOLOR ARTICULAR I EDEMA DE REINKE,1,NA,NA,NA,NA,NA,NA
DOLOR ARTICULAR/ TENDINITIS,1,NA,NA,NA,NA,NA,NA
DOLOR ARTICULAR/MUSCULAR,1,NA,NA,NA,NA,NA,NA
DOLOR CABEZA O CERVICALES,1,NA,NA,NA,NA,NA,NA
DOLOR CABEZA Y PIES,1,NA,NA,NA,NA,NA,NA
DOLOR CABEZA-MALESTAR GENERAL,1,NA,NA,NA,NA,NA,NA
DOLOR CERVICAL I ESQUENA.,1,NA,NA,NA,NA,NA,NA
DOLOR CERVICAL I LUMBAR,1,NA,NA,NA,NA,NA,NA
DOLOR CERVICAL I MUSCULAR,1,NA,NA,NA,NA,NA,NA
DOLOR CERVICALS,1,NA,NA,NA,NA,NA,NA
DOLOR CODO,1,NA,NA,NA,NA,NA,NA
DOLOR CRONICO,1,NA,NA,NA,NA,NA,NA
DOLOR DE CABEZA ESPORADICO,1,NA,NA,NA,NA,NA,NA
DOLOR DE CABEZA O MUSCULAR,1,NA,NA,NA,NA,NA,NA
DOLOR DE CABEZA O MUSCULATURA,1,NA,NA,NA,NA,NA,NA
DOLOR DE CABEZA O RODILLA,1,NA,NA,NA,NA,NA,NA
DOLOR DE CABEZA Y CERVICALES,1,NA,NA,NA,NA,NA,NA
DOLOR DE CABEZA Y LUMBARES,1,NA,NA,NA,NA,NA,NA
"DOLOR DE CABEZA, ARTICULACIONES",1,NA,NA,NA,NA,NA,NA
DOLOR DE CADERA,1,NA,NA,NA,NA,NA,NA
DOLOR DE CAIXAL,1,NA,NA,NA,NA,NA,NA
DOLOR DE ESQUENA,1,NA,NA,NA,NA,NA,NA
DOLOR DE HERNIA DISCAL,1,NA,NA,NA,NA,NA,NA
DOLOR DE HUESOS Y CABEZA,1,NA,NA,NA,NA,NA,NA
DOLOR DE MUELAS,1,NA,NA,NA,NA,NA,NA
DOLOR DE OIDOS,1,NA,NA,NA,NA,NA,NA
DOLOR DE PANXA DURANT OVULACIO,1,NA,NA,NA,NA,NA,NA
DOLOR DE RODILLAS,1,NA,NA,NA,NA,NA,NA
DOLOR DENTAL,1,NA,NA,NA,NA,NA,NA
DOLOR DERIVAT DE L'HERIA DISCAL,1,NA,NA,NA,NA,NA,NA
DOLOR DORSAL,1,NA,NA,NA,NA,NA,NA
DOLOR ELS OSSOS,1,NA,NA,NA,NA,NA,NA
DOLOR EN EL HOMBRO,1,NA,NA,NA,NA,NA,NA
DOLOR EN GENERAL,1,NA,NA,NA,NA,NA,NA
DOLOR ESPALDA/PIERNA,1,NA,NA,NA,NA,NA,NA
DOLOR GASTRICO,1,NA,NA,NA,NA,NA,NA
DOLOR GENERAL,1,NA,NA,NA,NA,NA,NA
DOLOR GENERAL ESPORADICO,1,NA,NA,NA,NA,NA,NA
DOLOR GENERALITZAT,1,NA,NA,NA,NA,NA,NA
DOLOR GENOLL,1,NA,NA,NA,NA,NA,NA
DOLOR GENOLL OPERAT,1,NA,NA,NA,NA,NA,NA
DOLOR I FATIGA,1,NA,NA,NA,NA,NA,NA
DOLOR LEVE,1,NA,NA,NA,NA,NA,NA
DOLOR LUMBAR / CIATICA,1,NA,NA,NA,NA,NA,NA
DOLOR MENSTRUACIO,1,NA,NA,NA,NA,NA,NA
"DOLOR MENSTRUAL, MAL DE CAP",1,NA,NA,NA,NA,NA,NA
DOLOR MENSTRUAL; CONTRACTURA; INFLAMACION GARGANTA,1,NA,NA,NA,NA,NA,NA
DOLOR MUELA,1,NA,NA,NA,NA,NA,NA
DOLOR MUELAS,1,NA,NA,NA,NA,NA,NA
DOLOR MUSCULAR/ LESIONES,1,NA,NA,NA,NA,NA,NA
DOLOR MUSCULARS,1,NA,NA,NA,NA,NA,NA
DOLOR NEURALGIC (CERVICALS),1,NA,NA,NA,NA,NA,NA
DOLOR NEUROLOGICO,1,NA,NA,NA,NA,NA,NA
DOLOR NEURONAL,1,NA,NA,NA,NA,NA,NA
DOLOR OROFACIAL,1,NA,NA,NA,NA,NA,NA
DOLOR OSSI,1,NA,NA,NA,NA,NA,NA
DOLOR OSSOS,1,NA,NA,NA,NA,NA,NA
DOLOR PIERNAS,1,NA,NA,NA,NA,NA,NA
DOLOR PREMENSTRUAL,1,NA,NA,NA,NA,NA,NA
DOLOR REGLA,1,NA,NA,NA,NA,NA,NA
DOLOR RODILLA,1,NA,NA,NA,NA,NA,NA
DOLOR RODILLAS,1,NA,NA,NA,NA,NA,NA
DOLOR TALON,1,NA,NA,NA,NA,NA,NA
DOLOR VERTEBRAL I HERNIES OPERADES,1,NA,NA,NA,NA,NA,NA
"DOLOR,",1,NA,NA,NA,NA,NA,NA
"DOLOR, FATIGA",1,NA,NA,NA,NA,NA,NA
DOLOR-INFLAMACION,1,NA,NA,NA,NA,NA,NA
"DOLOR: MAL DE CAP, DOLOR PREMENSTRUAL",1,NA,NA,NA,NA,NA,NA
DOLORDE CABEZA,1,NA,NA,NA,NA,NA,NA
DOLORES  MUSCULARES,1,NA,NA,NA,NA,NA,NA
DOLORES ARTICULARES,1,NA,NA,NA,NA,NA,NA
DOLORES CERVICALES Y DE ESPALDA,1,NA,NA,NA,NA,NA,NA
DOLORES DE CABEZA,1,NA,NA,NA,NA,NA,NA
DOLORES GENERALES,1,NA,NA,NA,NA,NA,NA
DOLORES LUMBARES,1,NA,NA,NA,NA,NA,NA
DOLORES MENSTRUALES,1,NA,NA,NA,NA,NA,NA
DOLORES MESTRUALES ENDOMETRIOSIS,1,NA,NA,NA,NA,NA,NA
DOLORES MUSCULARES OCASIONALES,1,NA,NA,NA,NA,NA,NA
DOLORES VARIOS,1,NA,NA,NA,NA,NA,NA
DOLORES Y NERVIOS,1,NA,NA,NA,NA,NA,NA
DOLORS ARTICULARS,1,NA,NA,NA,NA,NA,NA
DOLORS D'OSSOS,1,NA,NA,NA,NA,NA,NA
DOLORS DE CABEZA,1,NA,NA,NA,NA,NA,NA
DOLORS EN GENERAL,1,NA,NA,NA,NA,NA,NA
DOLR ARTICULAR,1,NA,NA,NA,NA,NA,NA
DOMIR I MAL DE CAP,1,NA,NA,NA,NA,NA,NA
DREPRESSIO,1,NA,NA,NA,NA,NA,NA
DULO DE ESQUENA,1,NA,NA,NA,NA,NA,NA
EDEMA DE REIKEN,1,NA,NA,NA,NA,NA,NA
EJACULACIO PRECOC,1,NA,NA,NA,NA,NA,NA
EM CALMA L'ANSIETAT,1,NA,NA,NA,NA,NA,NA
EM VAIG TRENCAR EL BRAC,1,NA,NA,NA,NA,NA,NA
EMORRAGIA MENSTRUACIO,1,NA,NA,NA,NA,NA,NA
EN CAS DE MALALTIES O INDISPOSICIONS LLEUS,1,NA,NA,NA,NA,NA,NA
ENCEFALITIS (PERDUA DE MEMORIA),1,NA,NA,NA,NA,NA,NA
ENCOSTIPATS O DOLORS MENSTRUALS,1,NA,NA,NA,NA,NA,NA
ENDIOMETROSI,1,NA,NA,NA,NA,NA,NA
ENDOCARDITIS,1,NA,NA,NA,NA,NA,NA
ENDOMETRI,1,NA,NA,NA,NA,NA,NA
ENDOMETRIOSSIS,1,NA,NA,NA,NA,NA,NA
ENFERMEDAD CELIACA,1,NA,NA,NA,NA,NA,NA
ENFERMEDAD DE PAYES,1,NA,NA,NA,NA,NA,NA
ENFERMEDAD DEL BESO. MUNONUCLEOSIS,1,NA,NA,NA,NA,NA,NA
ENFISEMA,1,NA,NA,NA,NA,NA,NA
ENFISEMA PULMONAR LLEU,1,NA,NA,NA,NA,NA,NA
ENFORTIR TEIXIT NERVIOS,1,NA,NA,NA,NA,NA,NA
ENGOIXA,1,NA,NA,NA,NA,NA,NA
EPI,1,NA,NA,NA,NA,NA,NA
EPICONDILITIS,1,NA,NA,NA,NA,NA,NA
EPIGASTRALGIA,1,NA,NA,NA,NA,NA,NA
EPILEPSIA LEVE,1,NA,NA,NA,NA,NA,NA
EPILONEFRITIS,1,NA,NA,NA,NA,NA,NA
EPISODIOS REPETIDOS DE CISTITIS E INFECCIONES VAGINALES POR HONGOS,1,NA,NA,NA,NA,NA,NA
EPITELI A L'ESOFAG,1,NA,NA,NA,NA,NA,NA
EPOP,1,NA,NA,NA,NA,NA,NA
EQUILIBRAR TENSION,1,NA,NA,NA,NA,NA,NA
ERECCIO,1,NA,NA,NA,NA,NA,NA
ERITROPOIESI FERROPENICA,1,NA,NA,NA,NA,NA,NA
ERNIAS DISCALES CERVICALES,1,NA,NA,NA,NA,NA,NA
EROSIONES EN MUCOSA DEL ESTOMAGO,1,NA,NA,NA,NA,NA,NA
ERUPCIO CUTANEA,1,NA,NA,NA,NA,NA,NA
ESCLERODERMIA LOCALITZADA A LA PELL,1,NA,NA,NA,NA,NA,NA
ESCLERODERMIA(MORFEA),1,NA,NA,NA,NA,NA,NA
ESCLEROSI MULTIPLE,1,NA,NA,NA,NA,NA,NA
ESCLEROSI MULTIPLE PROGRESSIVA LENTA,1,NA,NA,NA,NA,NA,NA
ESCLEROSIS MULTILPLE,1,NA,NA,NA,NA,NA,NA
ESCOLEOSI,1,NA,NA,NA,NA,NA,NA
ESCOLISIS LUMBAR,1,NA,NA,NA,NA,NA,NA
ESFINTER,1,NA,NA,NA,NA,NA,NA
ESOFAG EN CASCANUECES,1,NA,NA,NA,NA,NA,NA
ESOFAGITIS EOSINOFILA,1,NA,NA,NA,NA,NA,NA
ESOFAGITIS/GASOS,1,NA,NA,NA,NA,NA,NA
ESOFAGO DE BARRETT BAJO,1,NA,NA,NA,NA,NA,NA
ESOFAGUITIS CRONICA,1,NA,NA,NA,NA,NA,NA
ESPASMES A LA BUFETA,1,NA,NA,NA,NA,NA,NA
ESPASMES ESOFAGICS,1,NA,NA,NA,NA,NA,NA
ESPASMOS ESTOMACALES,1,NA,NA,NA,NA,NA,NA
ESPINA BIFIDA,1,NA,NA,NA,NA,NA,NA
ESPONDILITIS,1,NA,NA,NA,NA,NA,NA
ESPONDILITIS AXIAL,1,NA,NA,NA,NA,NA,NA
ESPONDILITRIS,1,NA,NA,NA,NA,NA,NA
ESPONDILOSIS L4-L5,1,NA,NA,NA,NA,NA,NA
ESTABILITAT EMOCIONAL,1,NA,NA,NA,NA,NA,NA
ESTABILIZADOR ANIMIC,1,NA,NA,NA,NA,NA,NA
ESTALVIADOR EXCRETA CALCI,1,NA,NA,NA,NA,NA,NA
ESTAR ACTIVA Y ANIMADA,1,NA,NA,NA,NA,NA,NA
ESTASISTOLIA,1,NA,NA,NA,NA,NA,NA
ESTAT ANIMIC I DEFICIENCIES NUTRITIVES,1,NA,NA,NA,NA,NA,NA
ESTAT D`ANIM,1,NA,NA,NA,NA,NA,NA
ESTEATOSI D'ORIGEN NO ALCOHOLIC,1,NA,NA,NA,NA,NA,NA
ESTEATOSI HEPATICA,1,NA,NA,NA,NA,NA,NA
ESTENOSI D'URETRA,1,NA,NA,NA,NA,NA,NA
ESTENOSIS CANAL LUMBAR,1,NA,NA,NA,NA,NA,NA
ESTENOSIS DE CANAL MEDULAR,1,NA,NA,NA,NA,NA,NA
ESTENOSIS URETRAL,1,NA,NA,NA,NA,NA,NA
ESTETICA,1,NA,NA,NA,NA,NA,NA
ESTOMAC PROTECTOR,1,NA,NA,NA,NA,NA,NA
ESTOMAGO Y ANTIFLAMATORIO,1,NA,NA,NA,NA,NA,NA
ESTOMEC,1,NA,NA,NA,NA,NA,NA
ESTRAVISME,1,NA,NA,NA,NA,NA,NA
ESTRECHAMIENTO CAROTIDA,1,NA,NA,NA,NA,NA,NA
ESTRECHAMIENTO VESICAL,1,NA,NA,NA,NA,NA,NA
ESTRENYIMENT DE L'ESOFAG,1,NA,NA,NA,NA,NA,NA
ESTRES I ANSIETAT,1,NA,NA,NA,NA,NA,NA
ESTRES I RETENCIO DE LIQUIDS,1,NA,NA,NA,NA,NA,NA
ESTRES LABORAL,1,NA,NA,NA,NA,NA,NA
ESTRES MENTAL,1,NA,NA,NA,NA,NA,NA
ESTRES PER MALATIA DE LA ESPOSA,1,NA,NA,NA,NA,NA,NA
ESTRES POSTTRAUMATICO,1,NA,NA,NA,NA,NA,NA
ESTRES/REPOSO,1,NA,NA,NA,NA,NA,NA
ESTRES/TINITUS,1,NA,NA,NA,NA,NA,NA
EUTIROX,1,NA,NA,NA,NA,NA,NA
EVITAR CALCULS NEFRITICS,1,NA,NA,NA,NA,NA,NA
EVITAR DESCALCIFICACIO OSSOS,1,NA,NA,NA,NA,NA,NA
EVITAR REFLUX D'ESTOMAG,1,NA,NA,NA,NA,NA,NA
EXCES D'HISTAMINA,1,NA,NA,NA,NA,NA,NA
EXCESO DE GLOBULOS ROJOS,1,NA,NA,NA,NA,NA,NA
EXTIRPACIO GANDULA TIROIDEA,1,NA,NA,NA,NA,NA,NA
EXTIRPACIO TIROIDES PER NODUL,1,NA,NA,NA,NA,NA,NA
EXTRASISTOLES,1,NA,NA,NA,NA,NA,NA
EXTRASISTOLES SUPRAVENTRICULARS,1,NA,NA,NA,NA,NA,NA
EXTRASISTOLES VENTRICULARES,1,NA,NA,NA,NA,NA,NA
EXTRASISTOLIA,1,NA,NA,NA,NA,NA,NA
FALLO OVARIC,1,NA,NA,NA,NA,NA,NA
FALTA ACIDO FOLICO,1,NA,NA,NA,NA,NA,NA
FALTA B12,1,NA,NA,NA,NA,NA,NA
FALTA DE B12,1,NA,NA,NA,NA,NA,NA
FALTA DE CALC,1,NA,NA,NA,NA,NA,NA
FALTA DE CALCI,1,NA,NA,NA,NA,NA,NA
FALTA DE CALCIO,1,NA,NA,NA,NA,NA,NA
FALTA DE FERRITINA,1,NA,NA,NA,NA,NA,NA
FALTA DE HEMOGLOBINA,1,NA,NA,NA,NA,NA,NA
FALTA DE MEMORIA,1,NA,NA,NA,NA,NA,NA
FALTA DE SUENO,1,NA,NA,NA,NA,NA,NA
FALTA DE VITAMINAS,1,NA,NA,NA,NA,NA,NA
FALTA SOL,1,NA,NA,NA,NA,NA,NA
FALTA VITAMIDA D,1,NA,NA,NA,NA,NA,NA
FALTA VITAMINA,1,NA,NA,NA,NA,NA,NA
FALTA VITAMINA D3,1,NA,NA,NA,NA,NA,NA
FARINGE,1,NA,NA,NA,NA,NA,NA
FARINGITIS CRONICA,1,NA,NA,NA,NA,NA,NA
FASCISTIS PLANTAR,1,NA,NA,NA,NA,NA,NA
